id,author,text,likeCount,publishedAt
"Ugw85MtF8t3GvAKspF94AaABAg","@dannyfire2582","Damn, this video came at the right time, at the right time🙏🏾🙏🏾🙏🏾",1,"2026-04-30T14:07:26Z"
"UgzCVgrMaIHmHSzoKo94AaABAg","@gouyopiu6700","Thats just autism",0,"2026-04-30T13:29:47Z"
"UgzNXKPZwVIvsNZiFdt4AaABAg","@katymitchell8200","😅😂😂 HERE  I  AM I have felt this ALL MY LIFE.  Starting in 5th grade.  61yo female, retired RN, and I practiced in ICU, ER, med-surg, post-partum, nursery,  out-patient, and surgery. I got to work in multiple units because when we were needed in another area....I raised my hand. I intimidated other nurses because I knew what I was doing. That's it. 😂",0,"2026-04-30T11:30:55Z"
"UgxBAEiKu1fpzyHdfgh4AaABAg","@Athanasios-pg2gf","I was used to it being a buff swarthy White guy with a Jersey accent, people would assume I was Italian and connected.",0,"2026-04-30T11:07:45Z"
"UgyPRsKqHYTZdPzz3rp4AaABAg","@natalielefebvre1628","Not, my problem  .it on them",0,"2026-04-30T10:55:47Z"
"UgxVqc5xW11L2b1VLrt4AaABAg","@bartacus1252","So many new people who feel intimidating now in tje comments 😂 love it 😂😂",0,"2026-04-30T10:06:34Z"
"Ugxp8gBLrClXsWj4zJd4AaABAg","@roykeaneunofficial7832","We gonna have people trying to be introverts now because they think its cool. When i was younger i always wished I was an extrovert.",1,"2026-04-30T09:04:03Z"
"Ugx1iUocJxHfENU0Nol4AaABAg","@lucianm5459","None, I just bother people wherever I go.",0,"2026-04-30T07:45:26Z"
"Ugyl3pBPw9Md965_zfp4AaABAg","@Nik.Coffman","1-7",0,"2026-04-30T06:47:20Z"
"Ugx_N3e429bFOJC4JLl4AaABAg","@josephcostello4628","people say i have a death stair but it's my normal face😅",0,"2026-04-30T06:34:15Z"
"UgzF-oUtCtjsNv4ep_h4AaABAg","@tentoten8589","Gen x here who give a fuck bout yo feelings",0,"2026-04-30T06:05:04Z"
"Ugwuq05wfKFIBY3moA14AaABAg","@crmlparnell","This lie has lost its steam a very long time ago!",0,"2026-04-30T05:47:18Z"
"UgwqtyAa-lqRvmYme5Z4AaABAg","@lithiumike","Learn to weaponize this when you need to, it's fantastic.",0,"2026-04-30T04:57:28Z"
"Ugzu3Yt8Ns0dnFYWbPp4AaABAg","@VeloraMind-0","Sometimes it’s not that you’re ‘intimidating’ — it’s just that you’re not performing for people. And that makes them uncomfortable because they don’t know how to read you",0,"2026-04-30T04:55:32Z"
"UgyrA6MKkkcsvn82Ilh4AaABAg","@yahuchanon67","It's called intelligence, and it comes in multiple variations. The world is built for idiots, the rest of us have to learn to fit in. Many of us are capable, drink and the devil take the rest.. yo ho ho and a bottle of rum",0,"2026-04-30T04:35:24Z"
"UgxLEmzvn7iIziNiYLV4AaABAg","@DT-abcd","I don't care what people think. I care what God thinks though. If you are troubled a lot by what people think of you, then you need to cowboy up. Stop being a coward.",0,"2026-04-30T04:27:08Z"
"UgzB6qcelnDEtP5Wq3R4AaABAg","@dermojohnwickthe1st25","I stress out random people and my family from my “blank attitude” but my nieces and nephews are obsessed with me, do kids not feel the same intimidation adults feel",0,"2026-04-30T04:19:43Z"
"Ugy_9lPd5qWYN5BxUtR4AaABAg","@glo08103","As a Capricorn ♑️ this sounds a lot like me. 😅",0,"2026-04-30T03:35:03Z"
"UgzJE3YhHQnTJ8u9bV94AaABAg","@vblack7372","I consider myself an observer but usually wind up leading. Not officially but people tend to follow my lead even if I'm not a manager or supervisor.",0,"2026-04-30T03:19:36Z"
"UgylF0WIL8tcddtwOEB4AaABAg","@BadBurn00001","Hello fellow ADHD people 😂😂😂",0,"2026-04-30T03:19:02Z"
"UgwJb3-I1nn84Otumkt4AaABAg","@tony-cl-303","Damn, no wonder this was in my algo, explains a lot",2,"2026-04-30T02:42:42Z"
"Ugy0pGYUnM-yysbS9et4AaABAg","@SandraBrown-k9y","This is very much my husband. Unfortunately stuck in a house full of neurodivergent and AuDHD or ADHD wife and kids(all early adult age now). ADHD can’t understand the unyielding lack of explanation when something just has a short “nothing else to know here” type of answer. They need context or your just being mean or rude. Asking “why did you do that?” To try and understand someone’s thought process when he would have done it different makes ADHD/auDHD feel critiqued and criticized. Then the lack of “why should I behave/talk to them differently?” Becomes a stress point in our house. Then complain when the family won’t trust in or confide in him.  Now add in PTSD for him (15 years military 3 deployments) and Perimenopause and ADHD for me it is one heck of a mess in our lives right now. 😭",0,"2026-04-30T01:49:04Z"
"UgwSlrYvIXPj1swj4KJ4AaABAg","@HalfNHalf.","I’ve never related to a video so much in my life.",0,"2026-04-30T00:44:48Z"
"UgxxlZ8IosPRvQ9Mn954AaABAg","@nightdevil6666","Its fucking suffering",0,"2026-04-30T00:23:38Z"
"Ugw_hT0G8zyJWc3PTS54AaABAg","@vanturner9403","I’m 6’7”. I’ve always been told you scared me until I got to know you. I’m used to being intimidating to other people. I absolutely hate it. I’m a very nice person I’m always happy to help. I don’t like being scary.",0,"2026-04-30T00:06:17Z"
"UgzdJk6W8MwjcihzdRh4AaABAg","@girlfriendofnone","Bloody annoying. Just be yourself. You're beautiful. And .... Remember how we wanted to be in the inner circle? Just step in. Your welcome ❤",0,"2026-04-29T23:59:45Z"
"UgxE9JagY3VtAI7e3md4AaABAg","@jspaceemperor420","I don't think I intimidate people, I just put them off but I also find myself doing nothing then people out of nowhere just wanna glare like I'm some sort of forest creature",3,"2026-04-29T23:05:54Z"
"Ugy-yUTOfWE8nGk7EnJ4AaABAg","@rectangularprismhead","What a utter load of horse shit. This is typical bullshit out of dumb yanks",0,"2026-04-29T22:36:49Z"
"UgyGIb1bJ1HGQkw9aPd4AaABAg","@mindhunter8772","Now, everyone in the comment thinks they are the one this video is describing. 🤦‍♂️",1,"2026-04-29T22:24:10Z"
"UgyPAPcIhd_2ovlbkDB4AaABAg","@Hellochrissmith","Be yourself people your either a person or a different type of person. Respect all. But don’t be soft. Reason but don’t be unreasonable. And if needed  be willing to defend yourself.",0,"2026-04-29T22:17:10Z"
"UgxkG3xporghwp-cHXh4AaABAg","@omnobore-w8l","People tell me to smile. To which i reply ""I AM smiling.""",0,"2026-04-29T22:16:45Z"
"UgyVkBVrRp2oGCeY1h94AaABAg","@benanantavara4272","If you're not gay these days you're intimidating.",0,"2026-04-29T21:47:00Z"
"UgyY6jS5lzLVM5Zkg0N4AaABAg","@jermainealston4300","Im an introvert yet people seem to walk on egg shells around me...could never figure it out...I just know that my manerizm is different from most and it seems to make people feel uncomfortable... thanks for the video",0,"2026-04-29T21:21:10Z"
"Ugx-ouyDlWModSK84kl4AaABAg","@c.b.kansan1700","Wow.... well that answers a lot.",0,"2026-04-29T21:02:48Z"
"UgydztDf0C2XSRzibxh4AaABAg","@JimmySisk-o4v","My ex-wife told me that people were afraid of me. I asked why she thought that and she said it was because of the way I look at people and never blink. She said that I also have a very bad case of DGAS.",1,"2026-04-29T21:01:26Z"
"Ugzj7F2iUxClqDFZD1R4AaABAg","@notmyworldnotmypeople3614","I experienced this throughout my life to such a degree that in school the staff locked me in a room and wouldn't allow me to participate with other students. Family completely rejected me including my parents that abandoned me to live a double life. Walking into a room people already have this perspective about me before I even open my mouth. I don't look anyone in the eye because women take it as flirtation just for keeping eye contact and men take it as a challenge.  I'm so fed up and I can go on and on with everything on this list and so much more that I decided to isolate myself from the whole world and go out into the woods away from everyone and mind my own business and I'll be damned if moving into the middle of nowhere where there were no people wasn't far enough and I am now surrounded by people who for whatever reason want to invade my space and will not leave me alone. They offer assistance or things to me that I did not ask for and then get angry if I decline. I finally fenced off my property and put up no trespassing signs and even locked Gates and I'll be damned if they don't get out of their cars and try to walk over through or under the gates and walk hundreds of yards across my property to knock on my door. So no matter what I say or what I do or don't say or don't do it seems to make no difference. So now I'm taking the only approach I've ever seen that does make a difference. I'm not going to become so overly aggressive and so in their face and live up to every stereotype they want to throw at me that all they're going to want to do is get away from me and they're going to beg me not to even acknowledge them anymore. It's kind of like when you have an employee following you around a store while you're shopping and every time you turn around there they are and no matter what you do they won't stop following you until you finally stop what you're doing and you approach them and start asking them where things are and start making them show you and putting them to work and then suddenly they disappear. it's like the person at work who is constantly right there when the boss is watching but when the boss is not watching they're slacking off but as soon as the boss looks they're over there pretending that they're doing the same work you are and then when it comes time for recognition they jump right up and pretend that they were a part of it the whole time.  This is not my world and these are not my people and all they had to do was leave me alone.  Most messed up part is that even though I've done absolutely nothing to them I've had several do bad things or steal for me or just talk behind my back about me. I've asked all of them the exact same question and not one person has been able to answer it yet. ""What did I do to you?"" They can't answer it because I have never done anything to any of these people. They have a problem with me simply because of my existence and maybe it's for the reasons mentioned in this video. I really could care less why but the fact is that these people keep doing bad things to me and then pretend that I'm the problem. So I say if you're being treated this way embrace it and be a problem.",1,"2026-04-29T20:38:29Z"
"UgwzlaOJeSJowgkKeyZ4AaABAg","@JacobMartin-fu5ue","Better to be disliked for who you are than liked for who you are not.    - somebody I forgot who said this",0,"2026-04-29T20:18:25Z"
"UgyJFIKaW_6kg1yQ-754AaABAg","@branchesofYAH","I fit this, but I'm Gen x, so it's no surprise and I don't care.",0,"2026-04-29T20:17:37Z"
"UgzAz2F4wi6xRqVM_Np4AaABAg","@juanduque7983","a natural narcissist detector....",0,"2026-04-29T19:51:14Z"
"Ugz-VcaFtI0iyl09QkN4AaABAg","@MagnetOnlyMotors","Psychologists like dreaming up all sorts of titles. 😢😢",1,"2026-04-29T19:51:01Z"
"UgwDFUvoZSLeBRzDyo94AaABAg","@MentalArchitecture-d4o","Nice video",1,"2026-04-29T19:45:35Z"
"UgxrVdAZ1F7NY7maqEp4AaABAg","@StraightMental","Lots of edge lords in the comments.",0,"2026-04-29T19:37:32Z"
"UgwBQ25MO5lUBMJeGyJ4AaABAg","@NoboDeeee","People don’t like or fear the unknown. When you are more careful with words and direct most today can’t handle that",0,"2026-04-29T19:25:17Z"
"UgzRGNrrRhc7NvftfeV4AaABAg","@benadams7712","Not needing validation and sitting in the quiet",0,"2026-04-29T18:58:01Z"
"Ugzguc_xIMv7hqWGmRF4AaABAg","@TheRedThinkingRoom","Sometimes you’re not ‘intimidating’… you just don’t shrink yourself to make others comfortable. Big difference.",2,"2026-04-29T18:44:53Z"
"UgxX9MAnlvKas8iDSi14AaABAg","@kenarco3765","Observes and calm in the slience",0,"2026-04-29T18:40:03Z"
"Ugweg6nsAccRY9cjvlR4AaABAg","@DHFHades","I swear these videos are just copium for autistic people...lol",1,"2026-04-29T18:22:40Z"
"Ugyd62w2uW_Oij8_omZ4AaABAg","@michaelm4725","I don't intimidate people, my intellect does, in coincidence with lack of personal insight and insecurity on the receiving end.",0,"2026-04-29T18:12:04Z"
"Ugz8PLjIzM6hE1Aa7CR4AaABAg","@shotgunbettygaming","Yeah....it doesn't help when you have a natural resting bitch face either or a 'mean' thinking face. But I've come to learn that's a 'them' problem, not a 'me' problem.",0,"2026-04-29T17:43:43Z"
"UgwIAw3jh161G5-hGRh4AaABAg","@Kenbur","The games people play do not interest me. Always amuses me how this intimidation factor is exposed across the world in business,  politics, and media, both mainstream and social. The people who have this type of intimidation factor get things done and get on with life. Those who don't have to sit around posturing for days/months/years until they get enough ""moral"" support to actually do anything or finish by doing nothing. Sadly, the ""fear factor"" once again seems to limit understanding/communication AND acceptance of true motivations. So at this time in my life, I have even less time to waste on trying to figure out the whys, or explain why I don't have time to play their ""silly"" games, I simply do what needs to be done, smile, and move on. I have a shirt I wear in a lot of those situations that says, ""I can explain it to you But I can't understand it for you!"" Surprising at how many people are either insulted by that shirt or ask me ""what does that mean""?",0,"2026-04-29T17:26:33Z"
"UgyxHKfap_HXnQxOTPF4AaABAg","@Elnohim","All of that explained me perfectly. I know I see deeper than most. I can finish people statements and give complete answers others are thinking before they say it. I am socially awkward and I prefer to be alone. I typically know what people are thinking too when they are silent. It’s the energy I feel. I can read the energy. Empath",0,"2026-04-29T17:17:23Z"
"UgwwIKWqaRP6lk9gnVZ4AaABAg","@Bassingal","1983, Junior High, I was 13 years old, and was already intimidating, just by being myself.  I was raised in the ARMY, and I didn’t know any other way to be, so I was considered intimidating.    A gal I didn’t know wanted to fight me, word got around, and I agreed to the fight. I showed up with a knife, and everyone was shocked- looking back, I was definitely the smartest in the crowd.    Long story short, someone took away my knife and we had a regular fist fight.  I broke her rib, she gave me a black eye,  and THATS HOW I GOT MY REPUTATION as an intimidator.",0,"2026-04-29T16:11:20Z"
"Ugzej44pfYOew_7YI0l4AaABAg","@SaltineCracker101","When my father walks into a room any room it’s very obvious he’s someone of importance and he doesn’t have to say anything. I never understood it till I was much older. He retired a Lt. Col MACVSOG and if you don’t know what that is it’s basically DELTA FORCE before it was Delta Force. When you’re 6 yrs old and all the men in military dress salute you and call you little sir just because you’re the son of it forces you to notice these things. My father is so badass his presence alone is intimidating and demanding of respect and he doesn’t have to say a word and he doesn’t. I have to brag for him. They just don’t make em like they used to.",0,"2026-04-29T16:08:48Z"
"UgwCE6rsm90Z585-4yZ4AaABAg","@Lienhardismus","Whenever I come across videos like that I feel like ""THATS ME"".  Probably that's by design, or I am delusional. Maybe both.",0,"2026-04-29T15:46:18Z"
"UgyTcQ4cVd0DALL1CRR4AaABAg","@RobAdams-g5z","I love being in the quiet I've always been Mr DIY do it myself beat to My own drum because I don't give a damn about what everybody else thinks",0,"2026-04-29T15:39:35Z"
"Ugz1KcmE4P-ZjZ6iQGB4AaABAg","@Cornelius1988","People say they want honesty but when they meet someone brutally honest they cant handle it, theyre so used to the performative nature of the masses!",3,"2026-04-29T15:09:27Z"
"Ugx4pPGI6bzSTENkGOp4AaABAg","@HercoolPoirot","I am at the age I want everyone to eff off from me.",0,"2026-04-29T14:55:37Z"
"Ugwu7HH4xZW2G_Srv8N4AaABAg","@oudugan8676","Thank you for describing me. It is is very reassuring.",0,"2026-04-29T14:49:36Z"
"UgzWZJfP7D4HUEpkzDt4AaABAg","@CamilleThorntonMandarinLife","Empath 🙋🏼‍♀️",0,"2026-04-29T13:16:58Z"
"Ugz0cm8KyjNOJ0DT7X54AaABAg","@troynunnally7304","Lone soldier out here, love my wife, love my children, can’t stand liberal societies and have no problem letting people know that🙏🏻🙏🏻🇺🇸🇺🇸",0,"2026-04-29T13:09:33Z"
"UgxtcI-6OjBCNOAMHF54AaABAg","@ToddHartung-pp2hp","I'm told I don't know how to communicate.  I guess telling it like it is, is poor communication.",0,"2026-04-29T13:04:31Z"
"UgwkHK5u8N5ySlXKKXp4AaABAg","@orthotech9758","I'm a loner, but I consider myself a likeable person. I have a good sense of humor, don't want to see harm come to anyone, and I'm good natured, but I like to be alone and that bothers people. I decline going out with coworkers. July 2025 my coworkers had an outing and they told me, ""Terry we're going bowling and out to eat on Friday, but no sense in asking you because you'll say no."" I said, ""You're right,"" grabbed my lunch and went to eat in my quiet place. My girlfriend is the same. The best times we share are when we are at home, walking in the park together, or camping the mountains. People think I live a sad life because I'm straight forward and prefer peace and quiet, but I am a very happy guy because I protect my peace.",0,"2026-04-29T12:58:21Z"
"UgyE1eLHi5HOhWHShxh4AaABAg","@makavelithedon6072","People always f you over.... rather be alone and at peace thank you 🔥🔥",2,"2026-04-29T12:55:01Z"
"UgxIv7FMkYxwdNOiWm14AaABAg","@irkalla100","I still remember over a decade ago I asked my wife why people don't talk to me as much as her.  She plainly stated ""you intimidate them"".  I was baffled.  I tried softening my edges a bit, add a bit of silly from time to time.  It didn't work.  Now in my 40s I just accept it.  When training new people at work I always open with ""I'm quiet, but don't hesitate to ask any questions.  I'm here to help."" And that seems ro work better.",4,"2026-04-29T12:43:51Z"
"UgwI-0ocnYuwr7nbHmd4AaABAg","@williammaldonado7653","I’m all of these.",0,"2026-04-29T12:23:30Z"
"UgyFHR9zPYJYp4jHPMt4AaABAg","@MowMowMowDiittyMow","it's like being black",0,"2026-04-29T12:01:13Z"
"UgzAmfSDWo5QyyIK39V4AaABAg","@Goona187","It's really quiet simple, loud people that broadcast their personality , helps people make their mind up quick so know how to deal  with them.  However the less you talk , people don't know what they are exactly dealing with , and the yo have it  The biggest fear in the world is the unknown",1,"2026-04-29T11:53:28Z"
"UgyM582G_2BAIrAZKSV4AaABAg","@RiggxhG","I feel like this might be the reason i cant keep a job. I get them, work hard for about 4-8 months then get let go with pretty much 0 explaination",0,"2026-04-29T11:43:51Z"
"UgzEJcYGXeHc_m3Fb2N4AaABAg","@CROWOFDUTY","ALL OF THEM . And that is scary",0,"2026-04-29T09:23:20Z"
"Ugz1kW_9NSfo0Tuvw1d4AaABAg","@Twobarpsi","Me",0,"2026-04-29T09:17:36Z"
"UgyTzM-pmbgu29UJB1l4AaABAg","@harryboyes2812","I have all these attributes, and there's also another way I intimidate people. I'm a big guy (6'1 and 210 pounds) who has a serious case of RBF, and that scares the hell out of people without me saying a word.",0,"2026-04-29T09:07:49Z"
"UgwNMi8rwDSYeElKfMt4AaABAg","@Belgas173","Yeaah if you bring drama into my life, you wont get past the front door",0,"2026-04-29T09:03:10Z"
"UgzExA0Smk0YXoLONw14AaABAg","@Collingwoodfan420","😂😂😂",0,"2026-04-29T08:24:33Z"
"UgxHt-vAwBkUlM79uiN4AaABAg","@peterfitzpatrick7032","Sign 8... you've missed leg day all your life ! 🙄",0,"2026-04-29T07:32:10Z"
"UgzbhnO2fYw8Ff_sRaJ4AaABAg","@talkinshhhit","lol , ALL of them :D",0,"2026-04-29T06:43:26Z"
"UgwympilwjQZXWmmKNl4AaABAg","@anthonygorham5299","I have very broad shoulders, and I have back issues. Naturally I walk with very stiff arms, I can’t help it. Even my friends say when I speed walk across the shop towards them they think ima fight them. I’m the nicest guy ever. But apparently it’s that bad. I get looked at a lot too. What can u do :/",0,"2026-04-29T05:54:46Z"
"UgxrKl-Y7bPPexTaJm54AaABAg","@Jffeeney3rd","I go out of my way to never make eye contact, so my form of intimidation is “wtf is this guy up to?!” Lol",0,"2026-04-29T05:28:01Z"
"Ugxw7-SHrBp3XvH5clR4AaABAg","@PapaGeorgio-i9r","Even the bum at the gas station, who approaches everyone... see's me...keeps his distance.",0,"2026-04-29T05:18:43Z"
"UgxYOCSR-RHzedtwFn14AaABAg","@WildCoyote-y4l","Tack on a 6'5 frame, lol, well I now do my best to purposely be kind and reassuring.",2,"2026-04-29T05:16:06Z"
"UgwXGxe2Jcy2rR7Kx994AaABAg","@mjsquill","All 7 signs.",0,"2026-04-29T04:59:32Z"
"UgzJAeyS0U2xTxjZyUB4AaABAg","@GaladrielLight","Now I get why my friends tell me that people I barely know kinda fear me",0,"2026-04-29T04:02:02Z"
"UgyldvH70jtL1qmg87V4AaABAg","@andrewski6563","What's with all the AI crap these days?+++",0,"2026-04-29T03:44:18Z"
"Ugw15aivmyCvAXeRnEN4AaABAg","@jersey_queen9356","I think it’s funny when people say they are or somebody is intimidated by me. I stay to myself so what’s your problem exactly. I couldn’t care less.",0,"2026-04-29T03:42:16Z"
"UgwJDSgKYU8ARgtGrM14AaABAg","@jodanabright612","I've heard all my life that I'm intimidating.  I just think it's funny, but okay.  All of the above describe me, especially my love of the simple sentence, ""No.""",0,"2026-04-29T02:39:03Z"
"Ugy_jbJki-1SaO2oI494AaABAg","@tissah4444","I have been struggling with this so much lately. I feel so, so alone and it’s difficult to cope. I want to connect with people but i dont want to be fake to do it. But real me seems like too much for people. I hate making people feel uncomfortable, though. Very much. Id rather isolate than constantly make others uncomfortable. Unless youre an asshole.  I had to leave work bc i started crying at my desk. I couldnt concentrate. I realized i despise amending myself so others can be comfortable. But at the same time i want everyone to be comfortable. I dont know what to do.",0,"2026-04-29T02:23:27Z"
"UgwjL0pxaGhlaG5yDo14AaABAg","@Nillominati","And that, my friends, we call our kind --- SIGMA types. Welcome to the Sigma World, people. 💪🏻😎",0,"2026-04-29T02:08:22Z"
"UgwnXY2OTaWqKDYrNud4AaABAg","@MysticaSigma1","#7 Definitely! Absorbs too much energy.",0,"2026-04-29T01:36:47Z"
"UgyF1AQNt0m6kLK-L0p4AaABAg","@mattd5681","If you never wore a mask during China Flu, you know",0,"2026-04-29T01:21:12Z"
"Ugy6v8hiQnRiT7_VDsF4AaABAg","@SpokeRodriguez","Some people arent intimidated. They just want you to stop eye fucking them",0,"2026-04-29T01:11:00Z"
"UgzIXH4GLs0_oouFITd4AaABAg","@clovertwentyfour","A lot of people are insecure. It’s like the louder they are the more they have to be heard. Or you can choose peace.",2,"2026-04-29T01:03:20Z"
"UgxEIQUVBheWcN4EQrt4AaABAg","@CosmicCat1128","The motto my brother told me when I was younger:  ""better to sit and let people think you're stupid than to open your mouth and prove it.""",46,"2026-04-29T00:58:24Z"
"UgzKI3M9j8cem8NJGL54AaABAg","@benihyou1880","ich habe nie verstanden, warum Leute Angst vor mir haben... frustrierend",0,"2026-04-29T00:48:30Z"
"Ugx2C8kQjpDItfb37KZ4AaABAg","@RedAxis-p6z","Dont be scared homies!",1,"2026-04-29T00:41:28Z"
"Ugz25rjCUeTX5NXLYrZ4AaABAg","@lilbluefreak","Yea, and some people are completely oblivious to the fact that they're just assholes and are always confused on why their very presence puts people on edge. Not everyone is the quiet stoic they think they are, and are actually just confrontational pricks, hyper aware of everyone but themselves. 😂",0,"2026-04-29T00:19:51Z"
"Ugw7KLW_yl2WUrQVNGh4AaABAg","@EclecticMusicRevival","This came with age for me",0,"2026-04-29T00:06:14Z"
"UgxVjDLwX3W_6OSIsZJ4AaABAg","@D3thm0ld","What kind of government psyop is this video, also get out of my head",0,"2026-04-28T23:46:20Z"
"Ugx7RRhmuMvknFrwajN4AaABAg","@jasonkeener5734","AI is getting better",0,"2026-04-28T23:37:50Z"
"UgwHuAkev6on_C6gnRJ4AaABAg","@thereaper2762","One thing that stuck with me the 1st time I heard it was from the movie The Messenger with Woody Harrelson and Ben Foster. Woody was mad at Ben, shoving him around and Ben bounced off the wall, looked him right in the eye and said ""They're just people, Tony...""  If you know the scene, it said alot! I completely lost my anxiety and changed my presence in public by always thinking, no matter what the situation ""They're just people..."" Just like me! It's not that hard to deal with people",0,"2026-04-28T23:26:40Z"
"Ugy0sgDUMPcjAZCRWsp4AaABAg","@petethebastard","I've been told I'm intimidating...  I reply, ""I'm not intimidating, you're intimidated.""",0,"2026-04-28T23:01:18Z"
"UgyfV7lweqlcJOP_YUh4AaABAg","@MostUnwanted6","My 🥷",0,"2026-04-28T22:52:26Z"
"UgzkP5VVhXZ-nsXjwHd4AaABAg","@JorgeFwoyd","It's not cool. I was aware I was not friendly in appearance so I purposely slouched in attempts to shrink myself down. Also it's an automatic facial expression to reduce public interactions.",0,"2026-04-28T22:46:42Z"
"Ugy5RWH_XOzo-izA72J4AaABAg","@Kwantomkaos","Sign 8: People you've never met or have only met in passing know you by name. People use your name when they speak to you, every time they speak to you.               I think it's because they are trying to be disarming by showing familiarity.",0,"2026-04-28T22:45:48Z"
"Ugx78W7qQJFR-8Z6mdt4AaABAg","@johncombs-mv2sw","Some of these are reasons, some of these are signs, is this a i",0,"2026-04-28T22:41:42Z"
"Ugw3ObduNAYN3g-_UYt4AaABAg","@swushey","I apologize and seek approval even when I'm alone. I talk to myself so it's not silent. I give long justifications to simple questions. I break eye contact early and often.",0,"2026-04-28T22:19:12Z"
"UgzvrmKBE04Cja9bUtF4AaABAg","@fader1912","Used to work in a hospital through agency and then I got hired directly by them. I was very happy (inside which shows you how I am) but out of nowhere one of the seniors said it’s good that I got the job and I deserve it according to them and I’d be a good edition to the team but I should humble myself… why? Because I don’t seek approval and suck up to people? Never will I seek approval from anyone apart from the one who created me",0,"2026-04-28T22:13:02Z"
"UgybGy-2XkoByComRkN4AaABAg","@MrHon-hq9bk","I love being alone. >:D",0,"2026-04-28T21:39:01Z"
"Ugy14L3PUpPnMc6GVad4AaABAg","@LisaHanvey-wq1pu","I try making eye contact with people during conversation. Firstly , it was how I was raised . Secondly, most people are legitimately allergic to eye contact these days.",0,"2026-04-28T21:23:55Z"
"UgyFxgGsPmamwOfNUvZ4AaABAg","@leepii","Its called leadership.",0,"2026-04-28T21:04:42Z"
"Ugx_g99cHiKibjG2fPF4AaABAg","@christywilson986","When I was younger, people would tell me that they wouldn't want me mad at them, I never understood why. I'm only a 5'6"" woman, and I was really skinny until I was about forty.",0,"2026-04-28T21:01:44Z"
"Ugy1VJ2E9iFNjqonzyp4AaABAg","@klr50redus40","I have been told that I am unapproachable and intimidating. I’m just introverted.",0,"2026-04-28T20:52:50Z"
"UgwprborAMyEZuVSxad4AaABAg","@TheSteve1175","It totally sux until you're the boss. Then you are definitely appreciated 😌  no drama. Things move smoothly, and productivity 👌",0,"2026-04-28T20:50:10Z"
"UgwJ_dyI4VV61vSPqDx4AaABAg","@thinkinshard","Ai nonsense.",1,"2026-04-28T20:42:52Z"
"UgwyOVBu9ZTF3Fswzud4AaABAg","@mmfogar","The more important question is who’s responsibility is it to deal with the intimidation? It’s not the person that you find intimidating , it’s you.",0,"2026-04-28T20:42:23Z"
"Ugya6p2PMUAsl1Q3BUx4AaABAg","@DeviousWombat714","Why is it that every one of your videos that I’ve seen resonates with me?",0,"2026-04-28T20:40:16Z"
"Ugztbg5R3eaGY1pWKtx4AaABAg","@equine2020","I've been said I intimidate.  I am confident, & sure of myself.",0,"2026-04-28T20:23:09Z"
"UgyoNDT3SibZ8w0ULRZ4AaABAg","@deeman2956","This just sounds like an introvert 😂",0,"2026-04-28T20:07:24Z"
"UgwnlK1PUq4I7UW8su94AaABAg","@DavidDavis-nl6jl","Never knew I was intimidating.",0,"2026-04-28T19:48:05Z"
"UgwgQkvVbTP2tNOjUeJ4AaABAg","@BigJimsKitchen-gq5cy","I tend to intimidate people, but with my size.  (i'm 6'7 and about 312 pounds)",0,"2026-04-28T19:38:11Z"
"UgwlTgcNfkXk3uMlW2J4AaABAg","@cattoo860","I’m just too lazy to care because I’m going to “git her done” regardless. Amen!",0,"2026-04-28T19:33:27Z"
"UgyTlQd1Zi1Pbvitxrp4AaABAg","@cvw1987","My cousin Wayne 😅",0,"2026-04-28T19:22:21Z"
"UgwUxamFQ_Oc4e8dpux4AaABAg","@preston4030","I approve this message.",0,"2026-04-28T19:15:58Z"
"UgzncQIUiuDnwlz4qMV4AaABAg","@rudyspective1870","There's some truth to it, and a few points here don't apply to me. Nevertheless, I can relate.",1,"2026-04-28T19:14:22Z"
"UgwYSWyl1li-R9G_lxp4AaABAg","@lisawells9101","All of them are me",0,"2026-04-28T19:11:10Z"
"UgwMN_NjTYsj8IuGMQV4AaABAg","@SirDumpzAlotgaming","The unfortunate thing is that when someone does a lot of the things mentioned in the video people make the mkstake of thinking that person is acting better than most people, are to good to talk to people, or have an over inflated ego. None of it is really the case but this leads to further isolation of the individual when these thoughts people have are towards individuals like the video is talking about.",0,"2026-04-28T19:08:45Z"
"UgyWIQmvEsazl_Ddj5N4AaABAg","@PaulStellwagSr.","All of them, I don't chase, need approval or validation from anyone. I have nothing to prove.",0,"2026-04-28T18:59:54Z"
"Ugy57JqVlOcEM1CxWXh4AaABAg","@RichieRage","I can reassure you I don't intimidate shit lol",0,"2026-04-28T18:54:38Z"
"UgxgExcmzwkdDSaail94AaABAg","@1.618Golden","This must be why Gen-X is hated.",0,"2026-04-28T18:51:02Z"
"UgxvKQXNsMuBnf3vi7d4AaABAg","@RadicalRootz","Good.",0,"2026-04-28T18:44:56Z"
"UgwVhBd3RvR0R0PKMQl4AaABAg","@scottcarpenter8930","All of the above",0,"2026-04-28T18:42:29Z"
"UgwPsSGxrXES223fdRt4AaABAg","@eddysplosion","6 for me",0,"2026-04-28T18:40:31Z"
